address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,CompanyExecutives,totalRevenueInt,encoded_address2,longitude,latitude
Faber Towers,"Lot 1307, Level 13, Tower 2 Jalan Desa Bahagia Taman Desa",Kuala Lumpur,58100,Malaysia,60 3 7982 3366,,https://www.snfcapital.com.my,Real Estate—Diversified,Real Estate,"S & F Capital Berhad engages in the construction and property development businesses in Malaysia. The company develops commercial and residential properties; and undertakes the construction of houses and buildings infrastructure projects, and geotechnical and soil investigation works, as well as other related contract works. It also provides management services. The company was formerly known as Leweko Resources Berhad and changed its name to S & F Capital Berhad in January 2021. S & F Capital Berhad was incorporated in 2002 and is headquartered in Kuala Lumpur, Malaysia.",,,31/12/2023,86400.0,4.0,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,,,29/06/2007,,,0.681,,276700.0,276700.0,611340.0,990160.0,990160.0,0.1,0.11,"RM 57,788,532.00",0.09,0.165,0.6692415,0.1063,0.124325,,,MYR,"RM 30,437,124.00",0.03366,"RM 147,767,344.00","RM 550,366,976.00",0.74554,,0.11,0.95454544,30/06/2023,30/06/2024,31/12/2023,1.682,"RM 2,905,404.00",0.01,,,0.352,8.566,KLS,EQUITY,8745.KL,8745.KL,S&FCAP,S & F Capital Berhad,31/12/2003,Asia/Kuala_Lumpur,MYT,acdcae4e-150f-3ea4-a592-f952d5722673,28800000.0,0.105,,,,,,none,,"RM 16,321,000.00",0.03,"RM 3,553,130.00","RM 1,297,000.00",0.982,1.301,"RM 86,349,296.00",2.703,0.157,0.02115,0.06418,"RM 15,263,619.00","RM 1,959,180.00",1.667,0.294,0.06425,0.041149996,0.023710001,MYR,,"Mr. Beng  Kor, MD & Executive Director; Madam Yet Ming Kwan, Executive Director; Mr. Yann Shiun Kor, Executive Director; Mr. Yann Kae Kor, Executive Director; Ms. Yann Ning Kor, Chief Financial Officer; Prof. Yen Lei Voo, CEO & Director of Dura Technology Sdn Bhd; Ms. Shi Mei Yeng, Company Secretary; Lai Hong Tan, Company Secretary",86349296.0,Lot%201307%2C%20Level%2013%2C%20Tower%202%20Jalan%20Desa%20Bahagia%20Taman%20Desa,,
"No. 12, Persiaran Setia Dagang",Setia Alam Seksyen U13,Shah Alam,40170,Malaysia,60 3 3348 2525,60 3 3344 1568,https://www.spsetia.com,Real Estate—Development,Real Estate,"S P Setia Berhad, an investment holding company, operates as a property development and investment company in Malaysia, Singapore, Australia, Vietnam, Japan, and the United Kingdom. The company operates through three segments: Property Development, Construction, and Others. It develops townships, eco-sanctuaries, luxury enclaves, and high-rise residences, as well as commercial, retail, industrial, and integrated developments. The company also invests in and manages properties; operates and manages recreation club and banquet, convention center, and golf course; operates and leases retail food and beverage outlets; fabricates, installs, and sells wood products; sells household goods; and manufactures and sells building materials. In addition, it provides project management, kiln dry, money lending, accounting, finance, corporate secretarial, and development management consultancy services. Further, the company is involved in the promotion, marketing, and other activities related to property development; building management; construction and operation of a concession asset, hotel, and hotel resort; and undertaking general construction works and building contracts. The company was incorporated in 1974 and is headquartered in Shah Alam, Malaysia.",1852.0,,31/12/2023,86400.0,4.0,1.53,1.54,1.53,1.56,1.53,1.54,1.53,1.56,0.01,0.0088,25/03/2024,0.27290002,4.81,1.442,22.142857,6157400.0,6157400.0,25369611.0,16020650.0,16020650.0,1.64,1.54,"RM 7,344,612,864.00",0.51,1.64,1.6792898,1.3466,0.981,0.013,0.008496732,MYR,"RM 17,442,592,768.00",0.06827,"RM 1,853,710,514.00","RM 4,738,460,160.00",0.01636,0.7616,2.903,0.53393036,31/12/2023,31/12/2024,31/12/2023,0.711,"RM 197,119,008.00",0.05,0.07,-27.13,3.988,20.749,KLS,EQUITY,8664.KL,8664.KL,SPSETIA,S P Setia Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,94ada749-65ae-396c-a607-6cd69626dc87,28800000.0,1.55,1.81,0.46,1.21,1.1,2.4,buy,15.0,"RM 2,572,200,960.00",0.578,"RM 840,652,992.00","RM 10,187,329,536.00",0.809,1.685,"RM 4,373,642,240.00",65.042,1.073,0.01705,0.02305,"RM 1,016,810,112.00","RM 2,301,315,072.00",1.594,-0.19,0.30668,0.19221,0.20101999,MYR,,"Mr. Kai Wai Choong, President, CEO & Executive Director; Mr. Annuar Marzuki Bin Abdul Aziz FCPA, Chief Financial Officer; Mr. Zaini  Yusoff, Executive VP & Chief Operating Officer; Mr. Chin Jong Puar, Head of Corporate Finance; Mr. Justine  Jiew, Head of Investor Relations, Group Strategy & Business Development; Ms. Azlina  Baharom, Chief Legal Officer; Ms. Adelene  Wong, Head of Group Branding & Communications; Ms. Nadiah Tan Binti Abdullah, Chief Human Resources Officer; Ms. Hiang Tan Mui, General Counsel of Corporate Services; Mr. Hon Lim Tan, Executive Vice President",4373642240.0,Setia%20Alam%20Seksyen%20U13,,
Lengkok Perindustrian Bukit Minyak 3,Plot 237 Bukit Minyak Industrial Estate,Simpang Ampat,14100,Malaysia,60 4 502 3882,60 4 508 1882,https://safetyware.com,Medical Instruments & Supplies,Healthcare,"Safetyware Group Berhad provides integrated safety and health solutions in Malaysia and internationally. It offers safety footwear, safety apparel, and mask and respirator products; disposable PE/PP products; hygiene and sanitization products; and plastic injection products. The company also provides personal protective equipment (PPE), including body and electrical protection, eye and face protection, fall and foot protection, hand and arm protection, head and hearing protection, respiratory protection, and PPE accessories; and facility and traffic safety products, such as emergency eyewash and shower, fire protection, flashlight, flood control, floor safety, lockout and tagout, marine safety, material handling equipment, safety cutters and storage, spill control and containment, traffic safety, and protection systems for working at height. In addition, it offers cleanroom and hygiene products comprising cleanroom apparel, disposable products, hygiene and sanitary supplies; signage and label products consisting of warning, emergency escape, fire, hazard, and road signs; gas detection and instruments, which include fixed gas detection systems, portable gas detectors, and portable instruments; and automated external defibrillators (AED), CPR manikins, ergonomics, and first aid and rescue products. Further, the company offers rental, helmet printing, dielectric glove electrical testing, embroidery service, fire extinguisher, heat transfer, gas detectors calibration, SCBA hydrostatic test, SCBA refilling, and testing and assessment services; enterprise software solutions that comprise lead management, customer support software, and mass email application; and vending machine solutions, as well as EHS training and consultancy services. Safetyware Group Berhad was founded in 2003 and is headquartered in Simpang Ampat, Malaysia.",,,,86400.0,4.0,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,,,,,,,,10000.0,10000.0,,,,,0.19,"RM 60,648,948.00",0.19,0.19,,0.19,0.19,,,MYR,,,,"RM 319,204,992.00",,,,,,,,,,,,,,,KLS,EQUITY,03056.KL,03056.KL,SAFETY,Safetyware Group Berhad,09/09/2022,Asia/Kuala_Lumpur,MYT,56f4b72b-9be4-3328-89a5-7c2930bdbd5e,28800000.0,0.19,,,,,,none,,,,,,,,,,,,,,,,,,,,,,"Mr. Kee Wei  Wong, Group MD & Exec. Director; Ms. Pei Shi  Chang, Fin. Mang.; Ms. Shir Lee  Ng, Sales & Marketing Sr. Mang.; Ms. Phei Phei  Tan, HR Mang.; Ms. Choon Lai  Tan, Exec. Director",,Plot%20237%20Bukit%20Minyak%20Industrial%20Estate,,
Menara Summit,"15th Floor Persiaran Kewajipan, USJ 1",Subang Jaya,47600,Malaysia,60 3 8024 8822,60 3 8024 8811,https://www.salcon.com.my,Waste Management,Industrials,"Salcon Berhad, an investment holding company, operates as water and wastewater engineering and construction company in Malaysia, the United Kingdom, the United States, Sri Lanka, India, Vietnam, and internationally. The company operates through four segments: Constructions, Healthcare, Trading and Services, and Property Development. It engages in the investment, design/engineering, procurement, construction, installation, testing and commissioning, operation, and maintenance of water treatments plants and ancillary facilities; and offers non-revenue water reduction, customer service, and billings and collection services. The company also provides operation and maintenance services, including plant startup and commissioning, plant operation and maintenance, technical training, operations support, small capital project execution, facility management, plant engineering, and asset optimization for water treatment, storage, pumping, and distribution facilities. In addition, it constructs sewage treatment plants, pumping stations, vacuum sewage collocation systems, intermittently decanted extended aeration systems, membrane systems, and sewer networks, as well as upgrades and refurbishes sewage treatment systems; and provides fiber-optic cables. Further, the company installs solar photovoltaic systems on rooftops in the United Kingdom; provides transport services through a fleet of 139 vans, 45 coaches, 9 MPVs, 1 lorry, and 7 limousines vehicles to multinational companies, as well as e-commerce travel and tourism, and marketing services; and engages in the property development activities. The company was founded in 1974 and is headquartered in Subang Jaya, Malaysia.",410.0,,31/12/2023,86400.0,4.0,0.295,0.29,0.29,0.295,0.295,0.29,0.29,0.295,,,03/07/2018,,2.29,0.975,,670400.0,670400.0,1960574.0,2306020.0,2306020.0,0.29,0.295,"RM 298,566,528.00",0.175,0.36,1.9310945,0.2743,0.24935,,,MYR,"RM 197,117,808.00",-0.13707,"RM 534,515,560.00","RM 1,012,089,984.00",0.55479,0.04676,0.384,0.7682291,31/12/2023,31/12/2024,31/12/2023,,"RM -21,193,000.00",-0.02,,,1.275,20.442,KLS,EQUITY,8567.KL,8567.KL,SALCON,Salcon Berhad,13/08/2002,Asia/Kuala_Lumpur,MYT,9d0c9de0-2f7f-3a61-ad4c-930cc0687567,28800000.0,0.295,,,,,3.0,hold,,"RM 172,879,008.00",0.171,"RM 9,643,000.00","RM 63,910,000.00",1.884,2.718,"RM 154,610,000.00",16.115,0.154,-0.0022200001,-0.0876,"RM 27,997,376.00","RM 2,022,000.00",,-0.188,0.04908,0.06237,0.26947,MYR,,"Mr. Tiam Lee  Tee, Executive Deputy Chairman; Mr. Kok Wah Leong, Executive Director; Mr. Yi Shen Leong, Chief Financial Officer; Mr. Jamiluddin Amini bin Sulaiman, Chief Operating Officer; Meng Gaik Chern, Head of Corporate Affair Department; Ms. Phoon Yin Fong, Head of Water Resources Division; Mr. Chien Hean Lee, Head of Internal Audit & Risk Management Department; Ms. Joo Ann  Toh, Company Secretary; Mr. Mohammad Hakim Low bin Abdullah, Chief Executive Officer of Volksbahn Technologies Sdn Bhd; Mr. Vergis V. Mathews, Chief Executive Officer of Eco-Tours Sdn. Bhd.",154610000.0,15th%20Floor%20Persiaran%20Kewajipan%2C%20USJ%201,,
3 Jalan Zarib 6,Kawasan Perindustrian Zarib Lahat,Ipoh,31500,Malaysia,60 5 320 6800,60 5 322 2029,https://www.salutica.com,Consumer Electronics,Technology,"Salutica Berhad, through its subsidiary, Salutica Allied Solutions Sdn. Bhd., manufactures precision plastic parts and components for the electronics industry in Malaysia, the United States, Europe, rest of Asia, Europe, Australia, New Zealand, Oceania, Malaysia, Africa, and the Middle East. The company engages in the design, development, and manufacture of mobile communication products, wireless electronics, and embedded computing and lifestyle devices; consumer and business electronic product, such as Bluetooth stereo headsets, smart watches, and precision light guides for optical touch screen system; and solutions for electronics and plastic manufacturing industries. It also offers hardware and software design services; surface treatment; and precision plastic injection services; and single and multi-layer PCBA services. In addition, the company provides bluetooth smart tire pressure monitoring systems under the FOBO brand; and optical touch system. Salutica Berhad was founded in 1990 and is headquartered in Ipoh, Malaysia. Salutica Berhad is a subsidiary of Blue Ocean Enlightenment Sdn. Bhd.",542.0,,31/12/2023,86400.0,4.0,0.785,0.785,0.785,0.795,0.785,0.785,0.785,0.795,,,09/03/2020,,,0.928,,1313700.0,1313700.0,4333561.0,3966710.0,3966710.0,0.79,0.795,"RM 334,565,024.00",0.485,1.04,6.2170134,0.7706,0.694725,,,MYR,"RM 286,038,496.00",-0.63823,"RM 121,536,030.00","RM 423,500,000.00",0.72170997,0.01523,0.249,3.1726909,30/06/2023,30/06/2024,31/12/2023,,"RM -34,345,980.00",-0.08,,,5.315,-15.477,KLS,EQUITY,0183.KL,0183.KL,SALUTE,Salutica Berhad,18/05/2016,Asia/Kuala_Lumpur,MYT,5bf9438b-8000-3b18-8456-de765086bea7,28800000.0,0.79,,,,,,none,,"RM 50,386,000.00",0.119,"RM -18,481,788.00","RM 3,977,000.00",2.641,3.581,"RM 53,814,428.00",3.767,0.127,-0.11101,-0.27984,"RM 7,726,648.00","RM 2,826,525.00",,-0.392,-0.30528,-0.34344003,-1.46679,MYR,,"Mr. Phan Yih Lim, MD, CEO & Executive Director; Ms. Shook Ling Chan, CFO, Company Secretary & Executive Director; Mr. Chong Shyh Lim, Senior Executive Director; Ms. Bee Chin Goh, Chief Administrative Officer; Mr. Keat Soong Ho, Chief Supply Chain Officer; Ms. Lay Kim  Chong, Company Secretary; Mr. Teik Thye Khaw, Company Secretary",53814428.0,Kawasan%20Perindustrian%20Zarib%20Lahat,,
"Plot 17, Hilir Sungai Keluang Tiga",Bayan Lepas Free Industrial Zone Phase IV,Penang,11900,Malaysia,60 4 643 6789,60 4 644 7017,https://www.sam-malaysia.com,Aerospace & Defense,Industrials,"SAM Engineering & Equipment (M) Berhad, an investment holding company, engages in the aerospace and equipment manufacturing businesses. The company is involved in the design, manufacture, and assembly of modular or complete machines and equipment; trims and form dies, and suspension tooling for hard disk drive parts; metal and non-metal ergonomic workstations and electronic products; automation equipment with equipment control software; computer process control system; and aircraft and other related equipment parts, spares, components and precision engineering parts. It offers dies, jigs, parts, and cutting tools for the disk drive, electronics, and semiconductors; and fabricates precision tools and machinery parts. The company operates in Malaysia, the rest of Asia, North America, Latin America, and Europe. The company was formerly known as LKT Industrial Berhad and changed its name to SAM Engineering & Equipment (M) Berhad in September 2010. The company was incorporated in 1994 and is headquartered in Penang, Malaysia. SAM Engineering & Equipment (M) Berhad is a subsidiary of Singapore Aerospace Manufacturing Pte. Ltd.",,,31/12/2023,86400.0,2.0,5.76,5.77,5.7,5.93,5.76,5.77,5.7,5.93,0.02,0.0043,17/07/2023,0.1331,1.35,0.615,,481400.0,481400.0,717972.0,1417290.0,1417290.0,5.9,5.89,"RM 3,980,683,776.00",3.4,5.96,2.7238111,5.0022,4.4331117,0.025,0.0043402775,MYR,"RM 3,554,473,728.00",0.06957,"RM 240,243,465.00","RM 676,987,008.00",0.00727,0.82216,1.688,3.4834125,31/03/2023,31/03/2024,31/12/2023,0.528,"RM 101,674,000.00",0.18,,,2.432,15.898,KLS,EQUITY,9822.KL,9822.KL,SAM,SAM Engineering & Equipment (M) Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,b4626226-7b7b-32bf-83b2-b29d8b22c457,28800000.0,5.88,4.92,4.18,4.55,4.55,3.0,hold,2.0,"RM 60,524,000.00",0.112,"RM 223,580,000.00","RM 495,444,992.00",0.953,1.483,"RM 1,461,438,976.00",54.201,2.698,0.06287,0.12014,"RM 22,976,750.00","RM 162,322,000.00",0.528,0.115,0.14017999,0.15299,0.120570004,MYR,,"Mr. Hee Seng Lim, CEO & Executive Director; Ms. Mun Ling Teh, Chief Financial Officer; Mr. Boon Keat Ng, Chief Operating Officer; Ms. Peck Kheng Chew, Joint Company Secretary; Ms. Sze Min Yeow FCIS, MAICSA, Joint Secretary",1461438976.0,Bayan%20Lepas%20Free%20Industrial%20Zone%20Phase%20IV,,
"No. 7, Lorong Teknologi 3/4A",Nouvelle Industrial Park 2 Taman Sains Selangor 1 Kota Damansara,Petaling Jaya,47810,Malaysia,60 3 6150 7941,60 3 6150 6567,https://www.samaiden.com.my,Engineering & Construction,Industrials,"Samaiden Group Berhad, an investment holding company, provides engineering, procurement, construction, and commissioning of solar photovoltaic systems and power plants, and biomass power plants. It also offers renewable energy and environmental consulting, as well as operation and maintenance services. The company was incorporated in 2019 and is based in Petaling Jaya, Malaysia.",88.0,,31/12/2023,86400.0,4.0,1.35,1.34,1.34,1.37,1.35,1.34,1.34,1.37,0.01,0.0037,21/09/2023,0.19690001,,1.812,19.571428,1139200.0,1139200.0,561111.0,390090.0,390090.0,1.37,1.38,"RM 572,322,944.00",0.845,1.41,3.0972707,1.3232,1.2235,0.005,0.0037037036,MYR,"RM 457,753,440.00",0.06046,"RM 126,161,819.00","RM 417,753,984.00",0.69361,0.16305,0.291,4.707904,30/06/2023,30/06/2024,31/12/2023,0.221,"RM 11,171,861.00",0.03,0.07,,2.477,28.012,KLS,EQUITY,0223.KL,0223.KL,SAMAIDEN,Samaiden Group Berhad,15/10/2020,Asia/Kuala_Lumpur,MYT,01d554da-82da-3187-91ae-85f5fbfbbcdc,28800000.0,1.37,1.76,1.43,1.57,1.52,1.6,buy,5.0,"RM 107,570,000.00",0.261,"RM 16,341,247.00","RM 8,574,000.00",2.7,2.769,"RM 184,782,992.00",7.147,0.472,0.05764,0.10554,"RM 28,436,568.00","RM 23,978,688.00",0.045,0.214,0.15172,0.08843,0.09353,MYR,,"Ms. Pui Hee  Chow, Group MD & Director; Mr. Yeng Foon  Fong, Executive Director; Engineer Kein Seng Lim, Chief Technical Officer; Mr. Weng Sum Ng, Business Unit Head  Solar Commercial and Industrial; Mr. Mohd Makhzumi Bin Ghazali, Business Unit Head of Large Scale Solar; Dr. Wu Shun Tee, Chief Strategy Officer; Hock Wee Te, Company Secretary; Hui fang Kuan, Joint Secretary",184782992.0,Nouvelle%20Industrial%20Park%202%20Taman%20Sains%20Selangor%201%20Kota%20Damansara,,
"Lot 6, Jalan Sungai Kayu Ara 32/39",Seksyen 32 Taman Perindustrian Berjaya,Shah Alam,40460,Malaysia,60 3 5740 2000,60 3 5740 2101,https://www.samchem.com.my,Chemicals,Basic Materials,"Samchem Holdings Berhad, an investment holding company, distributes industrial chemicals in Malaysia, Indonesia, Vietnam, and Singapore. The company distributes intermediate and specialty chemicals, industrial lubricants, petrochemicals, polyurethane, and other industrial chemicals; blends customized solvents; and provides value-added services, including warehousing, bulkbreaking, blending, and logistics services. It also provides management services; and operates tank terminal storage and bulk breaking facilities. The company serves paints and coatings, polyurethane foam, automotive, printing ink, construction, agriculture, adhesives, industrial cleaning, household and personal care, electronics, oil and gas, and other industries. The company was founded in 1989 and is based in Shah Alam, Malaysia.",226.0,,31/12/2023,86400.0,4.0,0.595,0.6,0.595,0.605,0.595,0.6,0.595,0.605,0.03,0.051999997,29/03/2024,0.38939998,4.84,1.067,,1315600.0,1315600.0,775394.0,2341540.0,2341540.0,0.6,0.605,"RM 326,400,000.00",0.47,0.68,0.28079134,0.6164,0.5721,0.024,0.040336132,MYR,"RM 457,340,992.00",0.02644,"RM 175,875,200.00","RM 544,000,000.00",0.6767,0.02836,0.528,1.1363637,31/12/2023,31/12/2024,31/12/2023,,"RM 30,729,000.00",0.06,,,0.393,7.908,KLS,EQUITY,5147.KL,5147.KL,SAMCHEM,Samchem Holdings Berhad,23/06/2009,Asia/Kuala_Lumpur,MYT,675fca53-adbd-353f-a67c-4fd396328547,28800000.0,0.6,,,,,,none,,"RM 66,788,000.00",0.123,"RM 57,831,000.00","RM 158,788,992.00",1.618,2.345,"RM 1,162,429,056.00",49.938,2.137,0.063769996,0.1162,"RM -27,510,124.00","RM 5,094,000.00",,0.128,0.11118,0.04975,0.10148,MYR,,"Mr. Thin Poh Ng, Executive Chairman; Mr. Chee Yun Cheong, Executive Director; Ms. Ai Rene Ng, Executive Director; Mr. Chong Wee Yip, COO & CEO; Liew Chin Ng, Financial Controller; Maisarah Tang Binti Abdullah MAICSA, Head of Administration & Human Resources; Ms. Youn Kim  Wong MAICSA, Company Secretary; Ms. Chin Wen Lee, Company Secretary",1162429056.0,Seksyen%2032%20Taman%20Perindustrian%20Berjaya,,
"B-1-12, TTDI Plaza, Jalan Wan Kadir 3",Taman Tun Dr. Ismail,Kuala Lumpur,60000,Malaysia,60 3 9772 4613,,https://www.sancyberhad.com,Information Technology Services,Technology,"Sancy Berhad, an investment holding company, provides digital healthcare solutions, other non-clinical information management system, and related services in Malaysia. It offers digitalSENSE, a digital hospital information and management system; labSENSE, a laboratory information management system; rehabSENSE, an integrated rehab information system (IRIS), which provides comprehensive rehabilitation services via digital information management system; pacSENSE, a storage and archive solution for digital healthcare assets management; and IDEAS software, an integrated data exchange middleware which streamlines and automates claim processes under the guarantee letter (GL) between the patients, the healthcare providers, and the insurance providers. The company also provides digital healthcare information management solutions, including maintenance and support, strategic IT planning, and business process transformation services; human contact tracing system that integrated with human resources database, location, and time-based tracking features via customized QR codes and report generating features; electronic document management system that streamlines customers business documents and records; asset management solution; and eProcurement solution that integrates and streamlines customers procurement process. Sancy Berhad was incorporated in 2017 and is based in Kuala Lumpur, Malaysia.",,,,86400.0,4.0,0.35,0.33,0.25,0.33,0.35,0.33,0.25,0.33,,,,,,,,5000.0,5000.0,,,,,0.33,"RM 237,710,896.00",0.25,0.35,53.808002,0.35,0.3458,,,MYR,"RM 236,772,000.00",0.35650003,"RM 78,193,333.00","RM 679,174,016.00",0.88487,0.01526,0.034,10.294117,31/03/2023,31/03/2024,30/09/2023,,"RM 1,574,933.00",,,,53.595,145.739,KLS,EQUITY,03057.KL,03057.KL,SANCY,Sancy Berhad,22/03/2023,Asia/Kuala_Lumpur,MYT,d6de7d48-2906-3486-b25e-79018c61df3c,28800000.0,0.35,,,,,,none,,"RM 1,053,000.00",0.002,"RM 1,624,633.00","RM 114,000.00",11.111,11.111,"RM 4,417,761.00",0.492,0.007,,,,"RM 793,824.00",,-0.125,0.47926,0.36775002,0.53082,MYR,,"Mr. Prabuddha Kumar Pronob Chakravertty, Group CEO & Director; Dr. Izhar  bin Che Mee, Group MD & Director; Ms. Jye Yee Yau A.C.I.S., Joint Secretary; Madam Siew Chuan Chua FCIS, MAICSA, Joint Secretary",4417761.0,Taman%20Tun%20Dr.%20Ismail,,
"Menara Suezcap 1,D-19-6 & D-19-7","KL Gateway, No. 2 Jalan Kerinchi Gerbang Kerinchi Lestari",Kuala Lumpur,59200,Malaysia,60 3 7931 8112,,https://www.mpireberhad.com.my,Engineering & Construction,Industrials,"Mpire Global Berhad, an investment holding company, provides building construction and engineering works services in Malaysia, the United States, Europe, the Asia Pacific, and the Middle East. It operates in three segments: Manufacturing and Trading of Furniture; Rental Income; and Construction. The company offers bedroom, dining, and living space furniture. It is involved in the manufacture and trading of furniture; trading of logs and sawn timber; processing of wood products; real property and housing development business; and operating and renting of self-owned or leased properties. The company was formerly known as Sand Nisko Capital Berhad and changed its name to Mpire Global Berhad in June 2023. Mpire Global Berhad was founded in 1962 and is headquartered in Kuala Lumpur, Malaysia.",,,31/12/2023,86400.0,4.0,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,,,02/07/1999,,,0.793,,20000.0,20000.0,265988.0,16450.0,16450.0,0.13,0.135,"RM 40,431,288.00",0.125,0.225,2.0769658,0.1339,0.146575,,,MYR,"RM 40,415,812.00",-0.2391,"RM 115,351,799.00","RM 299,491,008.00",0.61501,,0.096,1.40625,31/12/2023,31/12/2024,31/12/2023,,"RM -4,654,373.00",-1.85,,,2.076,-8.111,KLS,EQUITY,7943.KL,7943.KL,MPIRE,Mpire Global Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,09401a81-0e43-3768-ac6d-b4d8dbaecda2,28800000.0,0.135,,,,,,none,,"RM 2,336,770.00",0.008,"RM -4,983,005.00","RM 2,321,350.00",0.145,1.142,"RM 19,466,516.00",8.35,0.077,-0.05888,-0.20143999,"RM -7,919,881.00","RM -11,144,831.00",,1.033,0.081070006,-0.25597998,-0.54902,MYR,,"Mr. Soo Wee Goh, Executive Chairman; Mr. Peng Wei Song, Executive Director; Ms. Choi Kuen  Tham M.S., Group Finance Manager; Lay Khoon Tan, Company Secretary; Mr. Tong Lang Tan, Company Secretary",19466516.0,KL%20Gateway%2C%20No.%202%20Jalan%20Kerinchi%20Gerbang%20Kerinchi%20Lestari,,
PLO 135,Jalan Cyber 5 Kawasan Perindustrian Senai Fasa 3,Senai,81400,Malaysia,60 7 598 8866,60 7 598 2886,https://www.sanichimould.com,Tools & Accessories,Industrials,"Sanichi Technology Berhad, an investment holding company, engages in the design, development, and fabrication of precision molds and tooling for the automotive sector in Malaysia, Germany, and the United States. It operates through three segments: Plastic Mould, Property Development, and Others. The company also manufactures hand dippers core molds for industrial, household, and surgical/medical use. In addition, it invests in and develops properties; offers transportation support services; remittance services; and provides management services. The company offers its precision molds and tooling for audio/video/visual, domestic appliance, automobile, electrical, computer peripheral, and telecommunication industries. Sanichi Technology Berhad was founded in 1996 and is based in Senai, Malaysia.",,,31/12/2022,86400.0,4.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,16/01/2008,,,0.398,,100.0,100.0,855255.0,947000.0,947000.0,0.015,0.02,"RM 28,062,000.00",0.015,0.03,1.6687678,0.0209,0.0214,,,MYR,"RM -19,358,080.00",-0.79365,"RM 979,543,410.00","RM 1,403,100,032.00",0.31732,,0.178,0.112359546,31/12/2023,31/12/2024,31/12/2023,,"RM -13,346,000.00",-0.06,,,-1.151,3.203,KLS,EQUITY,0133.KL,0133.KL,SANICHI,Sanichi Technology Berhad,07/09/2006,Asia/Kuala_Lumpur,MYT,eaa5f850-b63b-31e6-b009-e243ef95c433,28800000.0,0.02,,,,,,none,,"RM 91,208,000.00",0.065,"RM -6,043,000.00","RM 34,445,000.00",4.308,7.248,"RM 16,816,000.00",13.305,0.012,-0.01874,-0.049829997,"RM -44,479,104.00","RM -28,953,000.00",,-0.697,0.2318,-0.35936,0.14304,MYR,,"Dr. Chow Huat  Pang, Founder, Group MD & Executive Director; Ms. Siew Loon Foo, Company Secretary",16816000.0,Jalan%20Cyber%205%20Kawasan%20Perindustrian%20Senai%20Fasa%203,,
